Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  [48] std::allocator<unsigned long long>::allocator(std::allocator<unsigned long long> const&) [9] std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_whichbit(unsigned long) [93] unsigned long long* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*, unsigned long long>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*, std::allocator<unsigned long long>&)
  [14] std::allocator<unsigned long long>::allocator() [8] std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::_S_whichword(unsigned long) [94] unsigned long long* std::__uninitialized_fill_n_a<unsigned long long*, unsigned long, unsigned long long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&, std::allocator<unsigned long long>&)
  [37] std::allocator<unsigned long long>::~allocator() [16] std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::__dynamic_bitset_base(unsigned long, unsigned long long, std::allocator<unsigned long long> const&) [27] std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__uninitialized_default_n<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long)
  [68] unsigned long long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long long>(unsigned long long const*, unsigned long long const*, unsigned long long*) [21] std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::__dynamic_bitset_base() [28] std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >* std::__uninitialized_default_n_a<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&)
 [123] void std::_Destroy_aux<false>::__destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*) [56] std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::~__dynamic_bitset_base() [144] unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&)
  [39] void std::_Destroy_aux<true>::__destroy<unsigned long long*>(unsigned long long*, unsigned long long*) [76] std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::operator=(std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> > const&) [61] unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&)
 [124] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_allocate(unsigned long) [135] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [95] unsigned long long* std::copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*)
 [125] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::_Vector_impl() [136] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [145] decltype (({parm#1}.size)()) std::size<std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > >(std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > > const&)
 [126] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl::~_Vector_impl() [137] std::common_type<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::operator-<long, std::ratio<1l, 1000000000l>, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&, std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [96] unsigned long long* std::fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&)
 [114] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_deallocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, unsigned long) [107] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_S_max_size(std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > const&) [97] void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*)
 [127] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_impl_data::_Vector_impl_data() [138] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_S_relocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&) [146] void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*>(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*)
 [109] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_get_Tp_allocator() [139] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_S_do_relocate(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&, std::integral_constant<bool, true>) [147] void std::_Destroy<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >*, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > >&)
 [128] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_Vector_base() [25] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::_M_default_append(unsigned long) [41] void std::_Destroy<unsigned long long*>(unsigned long long*, unsigned long long*)
 [129] std::_Vector_base<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~_Vector_base() [26] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::resize(unsigned long) [42] void std::_Destroy<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, std::allocator<unsigned long long>&)
  [49] std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_allocate(unsigned long) [140] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::vector() [98] void std::__fill_a<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, unsigned long long const&)
  [69] std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long long> const&) [141] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::~vector() [99] __gnu_cxx::__enable_if<std::__is_scalar<unsigned long long>::__value, void>::__type std::__fill_a1<unsigned long long*, unsigned long long>(unsigned long long*, unsigned long long*, unsigned long long const&)
  [18] std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl() [77] std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::operator[](unsigned long) [100] operator new(unsigned long, void*)
