Platform,File,PKG,seconds
bun; manzoni_i_promessi_sposi_1840; 2.67; 0.05233688
bun; manzoni_i_promessi_sposi_1840; 2.05; 0.05055507
bun; manzoni_i_promessi_sposi_1840; 2.86; 0.04540200
bun; manzoni_i_promessi_sposi_1840; 2.47; 0.03984943
bun; manzoni_i_promessi_sposi_1840; 2.87; 0.04238539
bun; manzoni_i_promessi_sposi_1840; 3.06; 0.04148100
bun; manzoni_i_promessi_sposi_1840; 2.88; 0.03943456
bun; manzoni_i_promessi_sposi_1840; 2.75; 0.03917400
bun; manzoni_i_promessi_sposi_1840; 3.69; 0.04071331
bun; manzoni_i_promessi_sposi_1840; 3.65; 0.04004994
bun; manzoni_i_promessi_sposi_1840; 2.48; 0.03857174
bun; manzoni_i_promessi_sposi_1840; 2.93; 0.04003189
bun; manzoni_i_promessi_sposi_1840; 2.69; 0.04001276
bun; manzoni_i_promessi_sposi_1840; 3.21; 0.04072666
bun; manzoni_i_promessi_sposi_1840; 3.56; 0.04244154
bun; manzoni_i_promessi_sposi_1840; 2.74; 0.03999489
bun; manzoni_i_promessi_sposi_1840; 2.89; 0.03871748
bun; manzoni_i_promessi_sposi_1840; 3.49; 0.04063881
bun; manzoni_i_promessi_sposi_1840; 2.57; 0.03740425
bun; manzoni_i_promessi_sposi_1840; 2.72; 0.04022183
bun; manzoni_i_promessi_sposi_1840; 2.93; 0.03975831
bun; manzoni_i_promessi_sposi_1840; 2.92; 0.03931722
bun; manzoni_i_promessi_sposi_1840; 2.84; 0.03880828
bun; manzoni_i_promessi_sposi_1840; 2.98; 0.03904093
bun; manzoni_i_promessi_sposi_1840; 2.78; 0.03901801
bun; manzoni_i_promessi_sposi_1840; 3.32; 0.03897043
bun; manzoni_i_promessi_sposi_1840; 2.98; 0.03917561
bun; manzoni_i_promessi_sposi_1840; 3.02; 0.03937379
bun; manzoni_i_promessi_sposi_1840; 3.22; 0.03948534
bun; manzoni_i_promessi_sposi_1840; 2.81; 0.03979430
bun; malavoglia; 1.91; 0.02484679
bun; malavoglia; 2.53; 0.02674643
bun; malavoglia; 1.92; 0.02635296
bun; malavoglia; 2.02; 0.02624557
bun; malavoglia; 2.54; 0.02646879
bun; malavoglia; 2.29; 0.02444038
bun; malavoglia; 2.41; 0.02526734
bun; malavoglia; 1.78; 0.02337259
bun; malavoglia; 1.99; 0.02538598
bun; malavoglia; 2.75; 0.02594209
bun; malavoglia; 2.70; 0.02644398
bun; malavoglia; 1.85; 0.02453486
bun; malavoglia; 2.43; 0.02474911
bun; malavoglia; 2.03; 0.02541379
bun; malavoglia; 2.73; 0.02497870
bun; malavoglia; 2.38; 0.02625640
bun; malavoglia; 2.88; 0.02652674
bun; malavoglia; 2.66; 0.02561796
bun; malavoglia; 2.02; 0.02403985
bun; malavoglia; 2.82; 0.02515555
bun; malavoglia; 2.28; 0.02588930
bun; malavoglia; 2.58; 0.02526246
bun; malavoglia; 1.92; 0.02467337
bun; malavoglia; 2.37; 0.02353602
bun; malavoglia; 2.67; 0.02481913
bun; malavoglia; 2.32; 0.02643957
bun; malavoglia; 2.62; 0.02540151
bun; malavoglia; 1.92; 0.02557733
bun; malavoglia; 2.07; 0.02583086
bun; malavoglia; 2.81; 0.02570007
bun; 3romanzi; 5.29; 0.07315225
bun; 3romanzi; 5.13; 0.07413508
bun; 3romanzi; 5.25; 0.07530826
bun; 3romanzi; 5.01; 0.07310834
bun; 3romanzi; 5.35; 0.07973144
bun; 3romanzi; 4.59; 0.07097768
bun; 3romanzi; 5.29; 0.07404876
bun; 3romanzi; 5.24; 0.07668964
bun; 3romanzi; 5.11; 0.07194783
bun; 3romanzi; 5.90; 0.07754520
bun; 3romanzi; 5.07; 0.07493387
bun; 3romanzi; 5.33; 0.07716729
bun; 3romanzi; 5.53; 0.07593404
bun; 3romanzi; 4.81; 0.07082177
bun; 3romanzi; 5.25; 0.07549400
bun; 3romanzi; 5.52; 0.07632468
bun; 3romanzi; 5.33; 0.07751490
bun; 3romanzi; 5.11; 0.07462351
bun; 3romanzi; 6.07; 0.07951161
bun; 3romanzi; 5.97; 0.07747476
bun; 3romanzi; 6.21; 0.08000147
bun; 3romanzi; 4.48; 0.06694526
bun; 3romanzi; 5.66; 0.07804116
bun; 3romanzi; 5.00; 0.06989721
bun; 3romanzi; 4.36; 0.06643405
bun; 3romanzi; 4.44; 0.07098922
bun; 3romanzi; 5.46; 0.06807287
bun; 3romanzi; 5.69; 0.07541290
bun; 3romanzi; 5.32; 0.07497978
bun; 3romanzi; 4.96; 0.07462625
