Platform,File,PKG,seconds
v1; manzoni_i_promessi_sposi_1840; 1.641318; 0.039212703704833984
v1; manzoni_i_promessi_sposi_1840; 1.694813; 0.03507184982299805
v1; manzoni_i_promessi_sposi_1840; 1.533566; 0.03436708450317383
v1; manzoni_i_promessi_sposi_1840; 1.510328; 0.03379034996032715
v1; manzoni_i_promessi_sposi_1840; 2.167262; 0.04838895797729492
v1; manzoni_i_promessi_sposi_1840; 2.100263; 0.03954124450683594
v1; manzoni_i_promessi_sposi_1840; 1.902138; 0.03573918342590332
v1; manzoni_i_promessi_sposi_1840; 1.509581; 0.03504776954650879
v1; manzoni_i_promessi_sposi_1840; 1.73578; 0.03762316703796387
v1; manzoni_i_promessi_sposi_1840; 1.634284; 0.03650856018066406
v1; manzoni_i_promessi_sposi_1840; 1.662253; 0.03880953788757324
v1; manzoni_i_promessi_sposi_1840; 1.855617; 0.03641939163208008
v1; manzoni_i_promessi_sposi_1840; 2.083663; 0.03741645812988281
v1; manzoni_i_promessi_sposi_1840; 1.957021; 0.03827667236328125
v1; manzoni_i_promessi_sposi_1840; 1.670751; 0.034829139709472656
v1; manzoni_i_promessi_sposi_1840; 1.605737; 0.035302162170410156
v1; manzoni_i_promessi_sposi_1840; 1.665472; 0.03489995002746582
v1; manzoni_i_promessi_sposi_1840; 1.797103; 0.03675270080566406
v1; manzoni_i_promessi_sposi_1840; 2.178141; 0.03912019729614258
v1; manzoni_i_promessi_sposi_1840; 2.708539; 0.04392862319946289
v1; manzoni_i_promessi_sposi_1840; 1.853069; 0.038074493408203125
v1; manzoni_i_promessi_sposi_1840; 1.853832; 0.038112640380859375
v1; manzoni_i_promessi_sposi_1840; 1.70496; 0.03424549102783203
v1; manzoni_i_promessi_sposi_1840; 1.679631; 0.03502178192138672
v1; manzoni_i_promessi_sposi_1840; 1.627983; 0.034066200256347656
v1; manzoni_i_promessi_sposi_1840; 1.949087; 0.0342099666595459
v1; manzoni_i_promessi_sposi_1840; 1.800841; 0.03826594352722168
v1; manzoni_i_promessi_sposi_1840; 1.745729; 0.03642106056213379
v1; manzoni_i_promessi_sposi_1840; 1.456178; 0.037500619888305664
v1; manzoni_i_promessi_sposi_1840; 1.647955; 0.035013675689697266
v1; malavoglia; 0.853563; 0.01915717124938965
v1; malavoglia; 0.739418; 0.017350196838378906
v1; malavoglia; 0.983454; 0.01893472671508789
v1; malavoglia; 1.24664; 0.02513599395751953
v1; malavoglia; 0.741813; 0.017407655715942383
v1; malavoglia; 0.83742; 0.01813507080078125
v1; malavoglia; 0.836276; 0.018322467803955078
v1; malavoglia; 0.824375; 0.019514799118041992
v1; malavoglia; 0.95564; 0.022116899490356445
v1; malavoglia; 0.922469; 0.01701521873474121
v1; malavoglia; 1.136004; 0.02228260040283203
v1; malavoglia; 1.124423; 0.020236492156982422
v1; malavoglia; 0.714395; 0.01704096794128418
v1; malavoglia; 0.889527; 0.017331361770629883
v1; malavoglia; 0.916518; 0.01738572120666504
v1; malavoglia; 0.741248; 0.01650857925415039
v1; malavoglia; 0.72709; 0.01708507537841797
v1; malavoglia; 0.735543; 0.016802310943603516
v1; malavoglia; 0.829287; 0.01699209213256836
v1; malavoglia; 1.517882; 0.029458045959472656
v1; malavoglia; 1.013009; 0.019547462463378906
v1; malavoglia; 0.808094; 0.018067598342895508
v1; malavoglia; 0.75222; 0.019716262817382812
v1; malavoglia; 0.829471; 0.018854141235351562
v1; malavoglia; 0.795094; 0.020046234130859375
v1; malavoglia; 0.776433; 0.01706981658935547
v1; malavoglia; 0.801029; 0.01686716079711914
v1; malavoglia; 1.061652; 0.02114129066467285
v1; malavoglia; 1.052283; 0.02132582664489746
v1; malavoglia; 0.902556; 0.016702651977539062
v1; 3romanzi; 3.501344; 0.07243490219116211
v1; 3romanzi; 3.436377; 0.07340264320373535
v1; 3romanzi; 3.361383; 0.07056117057800293
v1; 3romanzi; 4.341267; 0.0762779712677002
v1; 3romanzi; 4.023305; 0.08613991737365723
v1; 3romanzi; 3.081003; 0.07168841361999512
v1; 3romanzi; 3.46616; 0.07479381561279297
v1; 3romanzi; 3.954553; 0.07453155517578125
v1; 3romanzi; 3.80797; 0.07726907730102539
v1; 3romanzi; 3.248031; 0.07134747505187988
v1; 3romanzi; 3.180133; 0.07310605049133301
v1; 3romanzi; 3.314053; 0.07249045372009277
v1; 3romanzi; 4.506175; 0.07751297950744629
v1; 3romanzi; 3.222321; 0.07134342193603516
v1; 3romanzi; 3.212999; 0.07369208335876465
v1; 3romanzi; 3.198702; 0.07264423370361328
v1; 3romanzi; 4.389406; 0.07642078399658203
v1; 3romanzi; 3.510592; 0.07689571380615234
v1; 3romanzi; 3.366418; 0.07097125053405762
v1; 3romanzi; 3.994361; 0.07354354858398438
v1; 3romanzi; 4.162398; 0.0763556957244873
v1; 3romanzi; 4.213466; 0.08357548713684082
v1; 3romanzi; 4.025472; 0.08069729804992676
v1; 3romanzi; 3.14916; 0.07274341583251953
v1; 3romanzi; 3.401207; 0.07561802864074707
v1; 3romanzi; 4.276436; 0.07787466049194336
v1; 3romanzi; 3.225785; 0.07183837890625
v1; 3romanzi; 3.079904; 0.07131171226501465
v1; 3romanzi; 3.133352; 0.07091760635375977
v1; 3romanzi; 4.55311; 0.07706069946289062
