Platform,File,PKG,seconds,size
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.496202, 0.302532434463501,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.633472, 0.301250696182251,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.087939, 0.2983837127685547,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.008777, 0.30093932151794434,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.795275, 0.2964613437652588,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.791309, 0.2966024875640869,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.194566, 0.3000490665435791,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.608631, 0.29611873626708984,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.151415, 0.296306848526001,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.141652, 0.2988753318786621,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.114552, 0.2988908290863037,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.871874, 0.2956838607788086,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.363268, 0.30304908752441406,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.741504, 0.2988419532775879,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.486256, 0.30085182189941406,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.470203, 0.2983214855194092,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.289418, 0.2986750602722168,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 6.099532, 0.30270886421203613,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.734241, 0.29651951789855957,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.449876, 0.29816508293151855,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.703784, 0.2973949909210205,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.161611, 0.29831385612487793,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.682178, 0.2992405891418457,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.059438, 0.3000197410583496,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.482836, 0.29608845710754395,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.939562, 0.30072689056396484,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.941149, 0.2963879108428955,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 5.212206, 0.2981376647949219,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.794483, 0.2956109046936035,1327627
battery-laptop-Intel, manzoni_i_promessi_sposi_1840, 4.574756, 0.2993004322052002,1327627
battery-laptop-Intel, malavoglia, 2.15777, 0.11636781692504883,546382
battery-laptop-Intel, malavoglia, 2.590631, 0.11705255508422852,546382
battery-laptop-Intel, malavoglia, 2.69616, 0.11664724349975586,546382
battery-laptop-Intel, malavoglia, 1.701534, 0.11820244789123535,546382
battery-laptop-Intel, malavoglia, 1.840632, 0.11812376976013184,546382
battery-laptop-Intel, malavoglia, 1.860408, 0.11664700508117676,546382
battery-laptop-Intel, malavoglia, 1.906428, 0.11650681495666504,546382
battery-laptop-Intel, malavoglia, 1.915828, 0.11812019348144531,546382
battery-laptop-Intel, malavoglia, 2.087519, 0.11656880378723145,546382
battery-laptop-Intel, malavoglia, 1.537167, 0.11937737464904785,546382
battery-laptop-Intel, malavoglia, 1.612239, 0.11682605743408203,546382
battery-laptop-Intel, malavoglia, 1.755733, 0.11652231216430664,546382
battery-laptop-Intel, malavoglia, 1.922786, 0.11853551864624023,546382
battery-laptop-Intel, malavoglia, 1.82165, 0.11692094802856445,546382
battery-laptop-Intel, malavoglia, 2.048335, 0.11941838264465332,546382
battery-laptop-Intel, malavoglia, 1.650936, 0.11571359634399414,546382
battery-laptop-Intel, malavoglia, 1.758479, 0.11762857437133789,546382
battery-laptop-Intel, malavoglia, 1.597713, 0.12232732772827148,546382
battery-laptop-Intel, malavoglia, 1.769344, 0.1357254981994629,546382
battery-laptop-Intel, malavoglia, 1.183225, 0.1420300006866455,546382
battery-laptop-Intel, malavoglia, 1.208799, 0.1508800983428955,546382
battery-laptop-Intel, malavoglia, 1.30444, 0.15928149223327637,546382
battery-laptop-Intel, malavoglia, 1.233091, 0.16040802001953125,546382
battery-laptop-Intel, malavoglia, 1.242368, 0.16371917724609375,546382
battery-laptop-Intel, malavoglia, 1.266721, 0.16194391250610352,546382
battery-laptop-Intel, malavoglia, 1.223202, 0.16689419746398926,546382
battery-laptop-Intel, malavoglia, 1.22662, 0.16762852668762207,546382
battery-laptop-Intel, malavoglia, 1.232724, 0.16906452178955078,546382
battery-laptop-Intel, malavoglia, 1.603878, 0.17044305801391602,546382
battery-laptop-Intel, malavoglia, 1.035214, 0.16823267936706543,546382
