Platform,File,PKG,seconds,size
battery-laptop-Intel, 3romanzi, 6.576338, 0.9349510669708252,3033416
battery-laptop-Intel, 3romanzi, 6.823346, 0.9215843677520752,3033416
battery-laptop-Intel, 3romanzi, 6.513777, 0.9204308986663818,3033416
battery-laptop-Intel, 3romanzi, 6.874982, 0.9062535762786865,3033416
battery-laptop-Intel, 3romanzi, 6.667159, 0.9216828346252441,3033416
battery-laptop-Intel, 3romanzi, 6.377059, 0.9176862239837646,3033416
battery-laptop-Intel, 3romanzi, 7.500591, 0.9178206920623779,3033416
battery-laptop-Intel, 3romanzi, 6.335372, 0.9243927001953125,3033416
battery-laptop-Intel, 3romanzi, 5.768113, 0.9026603698730469,3033416
battery-laptop-Intel, 3romanzi, 6.441023, 0.9268693923950195,3033416
battery-laptop-Intel, 3romanzi, 6.641157, 0.9047696590423584,3033416
battery-laptop-Intel, 3romanzi, 6.732526, 0.9290416240692139,3033416
battery-laptop-Intel, 3romanzi, 6.981306, 0.9060337543487549,3033416
battery-laptop-Intel, 3romanzi, 7.152386, 0.926680326461792,3033416
battery-laptop-Intel, 3romanzi, 6.942915, 0.91029953956604,3033416
battery-laptop-Intel, 3romanzi, 6.399398, 0.9142296314239502,3033416
battery-laptop-Intel, 3romanzi, 6.58177, 0.8920981884002686,3033416
battery-laptop-Intel, 3romanzi, 6.983869, 0.9354267120361328,3033416
battery-laptop-Intel, 3romanzi, 7.134076, 0.9080119132995605,3033416
battery-laptop-Intel, 3romanzi, 7.025372, 0.9199361801147461,3033416
battery-laptop-Intel, 3romanzi, 6.839338, 0.9227066040039062,3033416
battery-laptop-Intel, 3romanzi, 6.52336, 0.9089922904968262,3033416
battery-laptop-Intel, 3romanzi, 6.785932, 0.907731294631958,3033416
battery-laptop-Intel, 3romanzi, 6.670332, 0.915081262588501,3033416
battery-laptop-Intel, 3romanzi, 6.401778, 0.9233942031860352,3033416
battery-laptop-Intel, 3romanzi, 6.623702, 0.8905882835388184,3033416
battery-laptop-Intel, 3romanzi, 6.336593, 0.8933196067810059,3033416
battery-laptop-Intel, 3romanzi, 6.579634, 0.9196517467498779,3033416
battery-laptop-Intel, 3romanzi, 6.81822, 0.9145307540893555,3033416
battery-laptop-Intel, 3romanzi, 6.133468, 0.8972387313842773,3033416
